Name,Gender,SSN,Member Date,Phone,State,Zip,Email,Credit Card,Credit Card_Number,Credit Card Exp,Gender,Favorite Radio Station,Purchases Past 30 Days,Spent Past 30 Days,Purchases Past 6 Months,Spent Past 6 Months,Purchases Past 12 Months,Spent Past 12 Months
Sallie Hawkins,female,389-42-5814,Mon Oct 13 2014 09:27:32 GMT-0400 (Eastern Daylight Time),3304052979,NY,90826-4375,s.hawkinsawkins@le.nz,American Express,3421xxxxxxx7570,01/26,female,WSUE,3,$2094.58,4,$3622,9,$7940.31
Doctor Mason Copeland,male,907-13-6094,Mon Apr 11 2011 07:12:50 GMT-0400 (Eastern Daylight Time),4673633724,SD,41954-0310,m.Copeland@vot.edu,Discover Card,6011xxxxxxxx6345,01/21,male,KYAL,3,$1051.47,7,$4342.96,12,$10709.82
John Gross,male,612-38-3925,20/6/2016,(357) 275-9618,Delaware,77812,j.grossross@va.gov,Diners Club United States & Canada,5416xxxxxxxx6194,11/23,male,WCGS,4,$2176.17,7,$5882.07,14,$13391.27
Sylvia Drake,female,689-71-2545,21/6/2013,(916) 391-4219,CT,56935,s.Drake@ep.net,American Express,3453xxxxxxx1278,08/26,female,WQQY,4,$2862.3,5,$5125.18,11,$10788.490000000002
Dr. Devin Butler,male,461-90-6559,28/10/2005,(909) 440-4936,Oklahoma,75668-0237,d.butlerutler@orholi.edu,Mastercard,5139xxxxxxxx6269,03/22,male,KXWG,2,$424.38,7,$3197.78,8,$6236.81
Miss Cora Lamb,female,444-05-7424,7/10/2014,2517891942,Pennsylvania,82243,c.Lamb@mu.edu,Diners Club United States & Canada,5417xxxxxxxx2772,01/27,female,WXXN,4,$1718.24,9,$6783.54,18,$15047.85
Billy Robertson,male,815-86-4673,11/7/2015,4859075566,Iowa,33764-3034,b.robertsonobertson@gok.ca,Mastercard,5150xxxxxxxx7725,07/21,male,KSDF,4,$1709.8600000000001,9,$5092.379999999999,18,$15924.42
Misses Jessie Hughes,female,427-68-1344,9/7/2006,9544696402,Delaware,91055-0043,j.hughesughes@al.edu,Diners Club United States & Canada,5464xxxxxxxx7701,07/18,female,WXOE,3,$2031.2,5,$4952.32,13,$11649.909999999998
Joshua Sanders,male,010-77-6203,7/7/2010,2102874633,OR,39769-0459,j.sandersanders@ritu.gov,Diners Club United States & Canada,5445xxxxxxxx0613,08/24,male,KOWI,2,$1730.54,5,$4644.650000000001,7,$7475.200000000001
Alberta Graves,female,661-21-6360,Mon Jul 31 2017 11:03:12 GMT-0400 (Eastern Daylight Time),5522607923,Illinois,40811,a.gravesraves@upuukro.gov,American Express,3453xxxxxxx1633,12/25,female,WBAZ,0,$0,3,$1604,4,$4153.74
Cornelia Obrien,female,389-05-2060,Thu Sep 18 2014 09:42:18 GMT-0400 (Eastern Daylight Time),9886318138,North Dakota,54375-1106,c.Obrien@faspica.com,Diners Club United States & Canada,5420xxxxxxxx6581,06/26,female,KLTV,1,$252.77,3,$1690.77,5,$4799.469999999999
Doctor Effie Garcia,female,131-40-6073,1/10/2006,6597496294,Tennessee,92145,e.Garcia@co.info,Visa,4211xxxxxxxx4836,11/25,female,WBKE,1,$105.78,5,$2449.0600000000004,15,$9633.490000000002
Miss Luella Henderson,female,279-11-6760,Thu Aug 11 2005 08:57:08 GMT-0400 (Eastern Daylight Time),(726) 215-3093,O.R.,06383-1856,l.Henderson@ga.de,Discover Card,6011xxxxxxxx9955,07/19,female,KDEZ,2,$786.56,7,$4890.18,13,$10881.890000000001
Ronald Torres,male,573-93-0434,8/22/2009,(372) 807-5597,O.H.,67407,r.torresorres@zaukbe.org,American Express,3406xxxxxxx7734,03/17,male,WTXL,5,$2039.79,7,$5711.610000000001,12,$13517.78
Belle Harvey,female,703-38-3191,Sat May 12 2007 23:12:06 GMT-0400 (Eastern Daylight Time),(410) 543-9566,Kentucky,85958,b.harveyarvey@fe.gov,Visa,4803xxxxxxxx8728,03/24,female,WYDA,5,$2469.1600000000003,7,$6238.07,13,$12834.18
Miss Helen Frank,female,501-61-1462,1/27/2012,6246336215,UT,63213-2342,h.Frank@vutfejwiz.gov,Visa,4480xxxxxxxx5214,08/22,female,KVQE,4,$1915.29,8,$6599.81,17,$15429.86
Dr. Lucinda Pearson,female,139-02-2076,Sun Sep 02 2012 06:15:01 GMT-0400 (Eastern Daylight Time),2599734922,M.S.,79346-0431,l.pearsonearson@po.com,American Express,3400xxxxxxx4713,02/17,female,WQXI,2,$714.4100000000001,4,$2816.9399999999996,7,$5438.9
Jose McGuire,male,403-61-8849,Wed Jul 27 2005 20:19:22 GMT-0400 (Eastern Daylight Time),(623) 576-9936,A.Z.,68965-6410,j.mcguirecGuire@fa.com,Diners Club United States & Canada,5463xxxxxxxx4008,01/25,male,KVOO,2,$1635.58,5,$4622.62,10,$9037.64
Misses Polly Keller,female,872-18-3471,Thu Jul 28 2005 11:13:25 GMT-0400 (Eastern Daylight Time),6523031840,M.O.,25006-6450,p.kellereller@ga.net,American Express,3446xxxxxxx2355,02/20,female,KYSU,3,$1942.8,4,$3143.8,7,$7659.759999999999
Dr. Alma Aguilar,female,646-62-6149,23/9/2008,7543971489,M.N.,85930,a.aguilarguilar@fulnaf.com,Discover Card,6011xxxxxxxx4032,06/27,female,KVIU,4,$1628.88,5,$4351.53,15,$12968.4
Doctor Alberta Wheeler,female,943-87-8684,Fri Apr 12 2013 06:30:17 GMT-0400 (Eastern Daylight Time),6025121983,Georgia,84532,a.wheelerheeler@ji.co,Visa,4192xxxxxxxx5848,03/20,female,WVPM,4,$1762.49,5,$4002.71,6,$7326.12
Mr. Tony Washington,male,436-06-4445,Wed Dec 22 2004 05:49:20 GMT-0500 (Eastern Standard Time),7806306454,PA,56036,t.Washington@ibi.org,American Express,3472xxxxxxx5724,05/25,male,WZQM,4,$2330.31,6,$6829.789999999999,8,$12298.089999999998
Viola Klein,female,377-28-1390,Wed Feb 05 2014 09:13:04 GMT-0500 (Eastern Standard Time),6069189841,Ohio,58659-8564,v.Klein@calfel.net,American Express,3427xxxxxxx5168,06/23,female,WOFQ,5,$2722.16,8,$5876.6900000000005,13,$12458.990000000003
Isabella Thornton,female,190-40-1047,Sun Sep 09 2012 00:15:43 GMT-0400 (Eastern Daylight Time),(231) 995-4603,New York,91044,i.thorntonhornton@vamkozju.ca,Mastercard,5156xxxxxxxx8699,08/27,female,WMTI,0,$0,2,$1190.9099999999999,6,$4910.16
Lillian Greene,female,161-87-6602,7/2/2012,(461) 528-6826,MA,58438,l.Greene@os.org,Visa,4426xxxxxxxx7360,11/22,female,WKNO,0,$0,5,$3465.64,8,$7083.740000000001
Albert Medina,male,392-47-2078,Tue Apr 22 2014 20:41:29 GMT-0400 (Eastern Daylight Time),8819467604,Georgia,49389,a.medinaedina@fowow.com,American Express,3445xxxxxxx9280,08/26,male,WNRP,1,$292.21,2,$959.4100000000001,4,$2333.8599999999997
Mrs. Gussie Santos,female,990-46-0574,Tue Feb 08 2011 17:03:55 GMT-0500 (Eastern Standard Time),8142953951,Maryland,23836,g.santosantos@ik.edu,Mastercard,5113xxxxxxxx0654,05/21,female,WXQM,2,$665.99,3,$1736.95,11,$6393.13
Herman Porter,male,756-68-1289,Sun Feb 01 2009 02:37:10 GMT-0500 (Eastern Standard Time),4056951659,Pennsylvania,08541-3236,h.porterorter@ab.com,Mastercard,5138xxxxxxxx0085,09/19,male,WLQB,4,$2021.7,8,$6803.0599999999995,18,$15624.029999999995
Alberta Holmes,female,704-02-7196,Wed Jan 15 2014 06:17:08 GMT-0500 (Eastern Standard Time),(830) 703-8545,Illinois,54143-7994,a.holmesolmes@ug.com,Mastercard,5104xxxxxxxx5159,02/23,female,WNFL,0,$0,5,$2188.86,7,$6183.790000000001
Erik Estrada,male,138-94-5316,Sun Mar 26 2017 12:34:56 GMT-0400 (Eastern Daylight Time),(332) 389-3474,New Mexico,28015,e.estradastrada@ja.org,Diners Club United States & Canada,5416xxxxxxxx3574,05/19,male,KPIV,2,$524.43,4,$2297.28,12,$9115.760000000002
Doctor Grace Young,female,422-57-0768,1/6/2007,(321) 659-7896,LA,62175,g.youngoung@dic.edu,Diners Club United States & Canada,5436xxxxxxxx5464,05/21,female,WYPB,3,$1898.03,6,$4963.41,9,$9621.21
Miss Essie Hamilton,female,708-28-4999,6/13/2012,(457) 251-9152,Alabama,62531,e.hamiltonamilton@nig.com,American Express,3490xxxxxxx8271,11/27,female,WEIS,2,$983.27,6,$3791.94,16,$10501.869999999999
Benjamin Alexander,male,305-81-8669,Sun Jun 07 2009 11:10:40 GMT-0400 (Eastern Daylight Time),(721) 546-5103,Kentucky,23427,b.alexanderlexander@joro.gov,Visa,4602xxxxxxxx5371,02/26,male,WYWK,1,$332.16,4,$2094.67,10,$7719.729999999999
Misses Cornelia Harris,female,402-48-4876,1/2/2014,9487851033,K.S.,40317,c.Harris@vi.gov,American Express,3447xxxxxxx8899,02/24,female,KQHM,5,$1636.56,8,$4565.86,15,$11597.55
Dominic Brewer,male,254-29-2718,30/4/2015,(971) 907-9351,Illinois,37898-6785,d.brewerrewer@ocakudcaf.de,American Express,3404xxxxxxx5857,07/20,male,WXHN,0,$0,1,$351.27,4,$2195.2700000000004
Mabel Norman,female,695-53-0262,12/5/2008,9069083130,OR,05010,m.normanorman@zicsi.au,Diners Club United States & Canada,5405xxxxxxxx6307,06/26,female,KTLP,5,$2452.3399999999997,10,$7997.17,12,$12785.300000000001
Warren Wells,male,226-56-3426,Sun Nov 10 2013 23:49:23 GMT-0500 (Eastern Standard Time),5406733793,Texas,75597-4069,w.wellsells@mu.edu,Discover Card,6011xxxxxxxx8223,04/17,male,KJHV,1,$590.14,2,$1427.99,5,$4810.12
Dr. Ora Colon,female,520-25-9741,14/4/2017,(943) 388-9022,Mississippi,50577,o.colonolon@do.org,Diners Club United States & Canada,5438xxxxxxxx1927,02/17,female,WEWD,0,$0,2,$953.3900000000001,4,$2926.7599999999998
Aiden Gray,male,499-65-1132,Thu Mar 06 2008 23:36:08 GMT-0500 (Eastern Standard Time),(902) 948-8476,NE,59856-3937,a.Gray@le.com,Diners Club United States & Canada,5405xxxxxxxx9291,10/17,male,KZDS,3,$846.1800000000001,8,$4574.25,11,$9463.980000000001
Dr. Aaron Brewer,male,765-75-8829,11/9/2015,8312755160,WV,03361,a.brewerrewer@lo.net,Diners Club United States & Canada,5424xxxxxxxx4377,03/20,male,WION,3,$1841.7,5,$3988.8300000000004,10,$9359.37
Roger Harrington,male,389-81-8029,2/11/2010,9312928386,MA,41615,r.harringtonarrington@mebvaf.au,Mastercard,5112xxxxxxxx0369,12/17,male,WZSW,2,$810.73,5,$3733.21,9,$8778.740000000002
Dr. George Kim,male,589-17-4150,Sat Jan 22 2005 15:47:40 GMT-0500 (Eastern Standard Time),6223904349,Vermont,67817,g.kimim@bu.co,American Express,3497xxxxxxx4980,09/19,male,WULI,0,$0,4,$1380.82,14,$7974.5599999999995
Abbie Powell,female,480-35-1936,10/7/2006,(344) 723-6002,South Dakota,58627,a.powellowell@hoktab.org,Mastercard,5109xxxxxxxx7124,06/18,female,KSRP,2,$696.9300000000001,3,$2186.4,10,$7450.71
Mario Johnston,male,123-37-0801,20/8/2008,8609759498,AK,24105-9523,m.Johnston@deci.org,Visa,4337xxxxxxxx5297,07/18,male,KPOX,2,$996.54,6,$3381.9399999999996,9,$9119.849999999999
Gordon Allen,male,533-56-5871,Mon Nov 21 2011 17:03:37 GMT-0500 (Eastern Standard Time),6866308385,MO,76465,g.allenllen@kod.net,Visa,4082xxxxxxxx9930,11/25,male,KGKM,5,$1911.32,9,$6830.07,16,$13844.76
Christian Frank,male,382-09-9093,Tue May 21 2013 07:18:57 GMT-0400 (Eastern Daylight Time),(676) 883-2688,Georgia,00556-5154,c.Frank@nek.gov,Mastercard,5105xxxxxxxx6951,05/24,male,WMVO,5,$3111.75,10,$8921.210000000001,16,$18620.020000000004
Mister Dustin Cortez,male,033-60-4129,Mon Sep 30 2013 09:51:25 GMT-0400 (Eastern Daylight Time),(979) 235-2013,Nebraska,55748,d.cortezortez@nuh.edu,Discover Card,6011xxxxxxxx6329,10/25,male,KQPS,4,$3509.18,9,$9168.22,19,$19066.659999999996
Dr. Albert Gutierrez,male,562-71-2555,Mon Feb 20 2017 15:07:10 GMT-0500 (Eastern Standard Time),(363) 321-9301,Arizona,57266-9536,a.Gutierrez@muneg.edu,Discover Card,6011xxxxxxxx0339,01/24,male,KLSR,4,$2422.73,5,$6228.98,8,$9434.33
Misses Bernice Osborne,female,340-09-6170,Wed Jan 27 2010 06:37:27 GMT-0500 (Eastern Standard Time),(828) 576-5099,M.D.,36970,b.osbornesborne@uveh.org,Discover Card,6011xxxxxxxx7132,04/21,female,WBDV,1,$924.72,6,$3891.28,14,$9122.289999999999
Myrtle Snyder,female,545-45-6503,8/5/2009,(432) 602-5321,K.S.,97147,m.snydernyder@fugo.nz,Diners Club United States & Canada,5455xxxxxxxx7208,01/19,female,KUNV,0,$0,1,$330.78,8,$4700.040000000001
Mr. Jim Stokes,male,701-95-4689,Wed Oct 01 2008 00:52:33 GMT-0400 (Eastern Daylight Time),(770) 202-3326,Hawaii,27516,j.Stokes@azzel.ca,American Express,3456xxxxxxx8832,10/19,male,KKTC,4,$2109.95,5,$5434.78,6,$8281.269999999999
Mr. Andre McKenzie,male,776-73-6976,Sun Feb 28 2016 00:57:45 GMT-0500 (Eastern Standard Time),2517919820,K.S.,45430-9552,a.McKenzie@at.org,American Express,3493xxxxxxx4937,05/24,male,KMSD,2,$1854.62,3,$3470.84,5,$6146.490000000001
Callie Matthews,female,274-74-3617,Sun Sep 25 2011 01:09:08 GMT-0400 (Eastern Daylight Time),(488) 774-8224,Alabama,78534-0624,c.Matthews@dihicjis.org,American Express,3423xxxxxxx1002,01/24,female,WSYG,4,$2160.1,7,$6046.44,8,$9998.52
Steven Jimenez,male,049-20-9009,Tue Nov 02 2004 07:33:04 GMT-0400 (Eastern Daylight Time),5008452523,Illinois,47477,s.Jimenez@fodur.co,Mastercard,5154xxxxxxxx9056,05/24,male,WUNR,3,$1629.94,8,$5523.929999999999,10,$10562.729999999998
Mister Brian Pearson,male,075-51-2566,3/11/2005,(881) 216-2441,Massachusetts,93214,b.Pearson@jougazo.edu,Diners Club United States & Canada,5459xxxxxxxx7585,05/18,male,WIQL,5,$2749.25,6,$5989.26,15,$13075.18
Misses Mamie Henderson,female,997-93-4828,1/19/2016,(683) 955-6847,New Mexico,03735,m.Henderson@dew.net,Diners Club United States & Canada,5495xxxxxxxx9382,02/26,female,KLYY,1,$936.55,5,$3397.75,13,$10252.210000000001
Lora Dean,female,149-15-6535,Sun Nov 30 2008 00:43:54 GMT-0500 (Eastern Standard Time),(360) 739-5139,New York,13967-1720,l.deanean@pid.com,Diners Club United States & Canada,5466xxxxxxxx4062,11/17,female,WECX,2,$1607.69,7,$4228.78,11,$8697.83
Eula Parks,female,822-52-8533,Sun Sep 06 2009 21:05:32 GMT-0400 (Eastern Daylight Time),(952) 656-7873,D.E.,23960-7453,e.parksarks@nu.gov,American Express,3442xxxxxxx5854,03/22,female,WMQI,4,$2025.6,5,$4020.86,12,$11175.300000000003
Marc Bell,male,414-44-2175,Fri Apr 17 2015 18:14:04 GMT-0400 (Eastern Daylight Time),(255) 897-4015,D.C.,71741,m.bellell@elonlo.org,Visa,4774xxxxxxxx4300,02/19,male,WHIK,1,$897.56,5,$3176.29,9,$6820.829999999999
Donald Dean,male,184-24-7820,Fri Mar 06 2015 04:34:38 GMT-0500 (Eastern Standard Time),9365575604,WI,67681-4072,d.deanean@iha.gov,Visa,4499xxxxxxxx6278,01/23,male,WGSZ,3,$1448.5900000000001,7,$4769.62,13,$12965.240000000002
Dr. Willie Lambert,male,708-19-2583,17/8/2009,9066016088,Massachusetts,67491-6478,w.lambertambert@il.gov,Visa,4681xxxxxxxx3807,12/26,male,WTUI,0,$0,5,$2343.5299999999997,6,$5288.65
Mathilda Hernandez,female,986-76-3971,Wed Nov 12 2014 15:54:58 GMT-0500 (Eastern Standard Time),9145572430,I.D.,38780,m.hernandezernandez@wovor.nz,Diners Club United States & Canada,5461xxxxxxxx9053,09/20,female,KQER,1,$706.13,6,$2973.0099999999998,11,$8175.119999999998
Nina Sanders,female,859-85-5555,Sun Jul 31 2016 20:25:18 GMT-0400 (Eastern Daylight Time),(235) 532-1224,NH,20442,n.Sanders@jejot.gov,Diners Club United States & Canada,5403xxxxxxxx6700,06/26,female,WMDM,0,$0,4,$2803.65,6,$5678.93
Dr. Allen Hodges,male,304-87-7461,Mon May 31 2010 09:13:27 GMT-0400 (Eastern Daylight Time),(212) 279-2437,Minnesota,59461-7621,a.hodgesodges@woren.gov,Visa,4975xxxxxxxx3061,10/25,male,WFHO,4,$1910.9099999999999,8,$7681.839999999999,12,$13302.62
Mister Bill Payne,male,583-53-2101,Sat Feb 23 2008 09:04:22 GMT-0500 (Eastern Standard Time),(341) 977-4293,ME,88065-3160,b.payneayne@usbic.com,Discover Card,6011xxxxxxxx0259,06/17,male,WVWN,5,$2619.23,9,$7467.34,15,$13845.44
Ora Vega,female,966-17-9563,30/10/2012,2037685044,New Jersey,20109,o.Vega@ef.ca,Mastercard,5127xxxxxxxx6282,09/27,female,WIZX,3,$1236.6399999999999,6,$5163.82,7,$8704.800000000001
Mrs. Iva Wilson,female,615-23-9859,10/10/2012,(452) 727-8099,I.D.,74953-3878,i.wilsonilson@ba.gov,Diners Club United States & Canada,5456xxxxxxxx8289,02/19,female,KAXU,2,$1294.15,4,$3911.32,14,$11636.59
Chester Moody,male,309-75-5184,Thu Sep 04 2008 18:12:06 GMT-0400 (Eastern Daylight Time),8307705268,M.D.,77017-7759,c.moodyoody@ati.com,Mastercard,5166xxxxxxxx3324,08/23,male,WLNA,0,$0,2,$976.17,3,$2004.12
Isabelle Wallace,female,042-08-6802,2/8/2008,6319428720,WV,75583-1116,i.Wallace@uzuako.net,Discover Card,6011xxxxxxxx3692,08/20,female,WPGI,0,$0,1,$36.75,11,$4578.18
Mister Manuel Hardy,male,963-60-8746,12/2/2010,(478) 746-7353,SD,02209-5294,m.hardyardy@izo.net,Diners Club United States & Canada,5400xxxxxxxx0412,03/25,male,KZBS,5,$2864.59,7,$6228.85,10,$11491.380000000001
Irene Lawson,female,819-20-8392,17/12/2010,(701) 801-9361,South Dakota,51528-5817,i.lawsonawson@fekoce.gov,Diners Club United States & Canada,5446xxxxxxxx1049,03/25,female,KAYP,4,$1581.29,9,$6862.790000000001,16,$15376.269999999999
Vincent Burgess,male,809-96-7575,Tue Oct 16 2007 20:25:14 GMT-0400 (Eastern Daylight Time),(478) 658-6641,WV,73281,v.burgessurgess@muuna.org,Discover Card,6011xxxxxxxx9898,06/24,male,WHSI,3,$686.04,6,$5407.4,13,$11165.55
Alan Mathis,male,540-34-3290,3/4/2013,(314) 293-7252,MA,65745-5032,a.mathisathis@pu.net,Discover Card,6011xxxxxxxx5800,09/23,male,WLDF,2,$600.0699999999999,3,$2008.35,9,$5402.089999999999
Misses Barbara McGee,female,391-63-6090,4/27/2013,6819029035,Virginia,42902-9599,b.mcgeecGee@de.info,Visa,4210xxxxxxxx1484,06/25,female,WVPJ,3,$928.6700000000001,8,$5503.8099999999995,18,$13630.99
Doctor Harold Frazier,male,497-04-8221,Tue May 11 2010 16:46:33 GMT-0400 (Eastern Daylight Time),(861) 314-2733,South Carolina,01609-3829,h.frazierrazier@nehfo.gov,Discover Card,6011xxxxxxxx9635,10/21,male,WRJQ,5,$1863.79,8,$6208.78,17,$16422.79
Jayden Ferguson,male,756-18-8807,5/9/2017,(444) 825-2844,AL,55332,j.fergusonerguson@pidude.org,Mastercard,5179xxxxxxxx5587,12/18,male,WMGY,4,$2110.07,9,$5369.380000000001,16,$12203.160000000002
Miss Verna Norton,female,898-08-3998,9/11/2010,(601) 284-7006,PA,69689,v.nortonorton@bir.edu,Discover Card,6011xxxxxxxx4215,04/21,female,WSOR,5,$3123.6200000000003,9,$7769.589999999999,18,$17770.03
Mr. Jeremiah Boyd,male,891-69-0652,Sat Nov 07 2009 22:50:07 GMT-0500 (Eastern Standard Time),(627) 550-2067,I.D.,43761,j.boydoyd@kedovoluh.net,American Express,3468xxxxxxx4326,02/17,male,KPSU,1,$701.81,4,$3173.6099999999997,8,$5695.31
Annie Mathis,female,085-60-4308,24/10/2008,7039976675,Arkansas,47517-5449,a.mathisathis@edumi.gov,Diners Club United States & Canada,5439xxxxxxxx3407,01/17,female,KSEG,4,$3115.15,8,$5813.320000000001,14,$12093.990000000002
Chase Vaughn,male,713-62-6885,3/7/2014,6588523424,SD,05069-9311,c.Vaughn@fo.gov,Discover Card,6011xxxxxxxx0097,12/21,male,KPCY,5,$3155.29,8,$7501.38,14,$15005.529999999997
Nelle Morales,female,247-06-7148,Wed Jan 15 2014 10:46:05 GMT-0500 (Eastern Standard Time),2432119186,Idaho,39804,n.moralesorales@pu.net,Visa,4396xxxxxxxx7276,04/20,female,KAZX,3,$1691.97,5,$3882.0399999999995,11,$8716.17
Don Rivera,male,770-30-8303,15/9/2013,(884) 811-4936,Wyoming,23954,d.riveraivera@mak.nz,Visa,4259xxxxxxxx7751,12/27,male,KNZM,2,$600.64,6,$2931.52,7,$6360.219999999999
Mr. Shane Tucker,male,378-95-2933,Sun Jan 15 2017 15:38:24 GMT-0500 (Eastern Standard Time),9654271445,W.A.,87288,s.tuckerucker@akebotuce.net,Mastercard,5147xxxxxxxx2489,07/27,male,KZMZ,4,$2312.85,5,$4766.360000000001,7,$7888.090000000002
Miss Florence Waters,female,002-54-6907,Sun May 22 2016 11:43:48 GMT-0400 (Eastern Daylight Time),6382097502,Iowa,21841-6324,f.Waters@rozcovlez.nz,Mastercard,5110xxxxxxxx7233,10/22,female,KDCD,3,$1002.67,5,$3068.5,15,$9704.26
Rosie Cook,female,610-82-0442,Thu Apr 06 2017 08:51:41 GMT-0400 (Eastern Daylight Time),(226) 721-3595,Kansas,63956,r.Cook@juz.gov,Visa,4609xxxxxxxx9567,05/18,female,KTFU,3,$1428.6000000000001,5,$4226.3,13,$11457.8
Dr. Lucy Lindsey,female,897-63-9986,14/9/2012,4525303127,New Mexico,65296,l.lindseyindsey@padpuv.edu,Mastercard,5161xxxxxxxx6296,01/18,female,KONQ,0,$0,1,$157.3,10,$4808.65
Lelia Herrera,female,774-97-9587,Sat Sep 24 2005 05:52:00 GMT-0400 (Eastern Daylight Time),9495911305,Nevada,09184-7403,l.herreraerrera@kag.gov,Mastercard,5123xxxxxxxx1935,03/25,female,KDST,3,$1983.91,6,$5729.1,8,$9589.009999999998
Misses Hester Watts,female,035-67-3599,Thu Nov 06 2014 04:54:58 GMT-0500 (Eastern Standard Time),8398971897,M.I.,86320-0580,h.wattsatts@fesedri.edu,Visa,4614xxxxxxxx0976,04/23,female,WKXW,0,$0,3,$466.45,4,$1678.07
Shane Tran,male,683-54-4402,10/16/2013,3147848210,Louisiana,76100,s.tranran@denapi.org,Mastercard,5109xxxxxxxx5331,10/21,male,WPRC,5,$2972.73,9,$6982.839999999999,15,$15669.01
Emilie Moran,female,959-34-6095,2/29/2016,(470) 448-5038,NE,35379-3131,e.moranoran@wewdaha.gov,Discover Card,6011xxxxxxxx6740,11/25,female,KUPS,0,$0,3,$523.31,5,$2609.19
Hulda Frank,female,164-46-2682,4/1/2005,2822089329,Mississippi,27077-5720,h.frankrank@ku.edu,Diners Club United States & Canada,5462xxxxxxxx3624,12/26,female,WPVM,4,$1863.15,9,$7081.84,18,$14690.369999999997
Rosa Simon,female,249-23-2903,21/2/2009,(949) 859-8640,AK,25327-6762,r.Simon@ruf.gov,Mastercard,5163xxxxxxxx7200,01/24,female,KIKE,0,$0,1,$980.18,3,$3005.32
Marvin Cannon,male,795-68-0165,Fri Sep 21 2007 02:46:19 GMT-0400 (Eastern Daylight Time),(520) 780-1148,Connecticut,06357,m.Cannon@fokpuh.co,Discover Card,6011xxxxxxxx2586,07/20,male,WEGC,0,$0,5,$2349.53,9,$6731.410000000002
Dr. Allen Bradley,male,004-49-3181,25/11/2006,(572) 710-2135,OR,07973,a.bradleyradley@umoewi.gov,Diners Club United States & Canada,5401xxxxxxxx9877,09/25,male,KZCN,3,$1202.4499999999998,4,$2986.13,5,$6928.92
Nettie Morris,female,734-01-1736,Thu Mar 31 2016 21:42:53 GMT-0400 (Eastern Daylight Time),(404) 976-1052,H.I.,65897-4654,n.morrisorris@ogeze.au,Mastercard,5125xxxxxxxx7370,04/18,female,KQBE,1,$854.11,6,$3989.99,10,$10213.279999999999
Nellie Martin,female,858-77-7535,23/1/2011,(319) 221-8158,WY,99237-5637,n.martinartin@gorwejnij.com,Discover Card,6011xxxxxxxx4464,12/21,female,KTGU,3,$1753.45,4,$4328.76,6,$7390.05
Cecelia Waters,female,121-42-7207,4/29/2011,(378) 822-3143,Indiana,54989,c.Waters@po.gov,Visa,4558xxxxxxxx4953,07/21,female,WTKM,3,$2013.6,7,$6573.219999999999,9,$11785.269999999997
Bessie Kelley,female,231-68-4045,5/5/2010,(681) 787-3818,CT,17556-2281,b.kelleyelley@foci.nz,Discover Card,6011xxxxxxxx2963,08/25,female,WWUT,2,$749.72,4,$2398.86,6,$5387.91
Mr. Walter Shaw,male,360-29-4306,Fri Aug 21 2009 05:33:30 GMT-0400 (Eastern Daylight Time),(381) 689-7845,Tennessee,24065,w.shawhaw@fo.net,Mastercard,5195xxxxxxxx9566,03/21,male,WSIE,4,$2001.8200000000002,9,$7010.630000000001,14,$13087.160000000003
Elsie Guerrero,female,639-30-2048,Wed May 21 2008 13:25:42 GMT-0400 (Eastern Daylight Time),3598525149,Missouri,06181,e.guerrerouerrero@vaog.net,Discover Card,6011xxxxxxxx1560,09/23,female,KGZT,0,$0,4,$2393.29,11,$8299.99
Dr. Lloyd Murray,male,527-78-7096,27/7/2014,(265) 732-9839,W.V.,30609,l.murrayurray@hep.gov,Visa,4974xxxxxxxx5436,12/19,male,WJNC,3,$1933.79,4,$4600.64,5,$7892.32
Misses Nora Morrison,female,364-16-5664,Mon Feb 04 2013 20:28:55 GMT-0500 (Eastern Standard Time),6039445093,A.Z.,14620-5824,n.morrisonorrison@mi.gov,Visa,4330xxxxxxxx9239,08/19,female,KGFR,4,$1383.1499999999999,9,$7282.52,11,$14261.050000000001
Adele Pope,female,712-95-0101,Mon Feb 01 2010 02:11:34 GMT-0500 (Eastern Standard Time),(333) 990-1207,C.O.,96165,a.popeope@vanduta.ca,American Express,3416xxxxxxx8827,05/20,female,KHFE,0,$0,4,$2346.6,7,$5130.6
Harry Atkins,male,936-77-5589,8/1/2013,9328692135,NY,27588,h.atkinstkins@wecgu.org,Mastercard,5132xxxxxxxx3281,02/22,male,WSJJ,4,$1389.33,5,$3536.14,6,$6580.069999999999
